id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
749274,Cry Macho,"Drama,Western",en,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.",22.585,9/16/2021,6.1,654
671043,Spoiled Brats,Comedy,fr,"The billionaire is tired of the whims of his own children and decides to teach them a lesson. He announces to them that he has become bankrupt. Now spoiled teenagers will have to do what they have never done: go to work, learn to love and value life.",66.718,9/15/2021,6.3,294
739990,Nightbooks,"Fantasy,Family,Horror",en,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",87.388,9/15/2021,6.3,258
843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,"Animation,Comedy,Mystery,Family,Fantasy",en,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",133.638,9/14/2021,8.1,304
680531,The Mad Women's Ball,"Drama,Thriller,History",fr,"Eugenie has a unique gift: she hears and sees the dead. When her family discovers her secret, at the end of the 19th century, she is taken by her father and brother to the neurological clinic at La Pitié Salpêtrière with no possibility of escaping her fate. Her destiny becomes entwined with that of Geneviève, a nurse at the hospital.",39.598,9/12/2021,7.2,203
597891,Kate,Action,en,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,69.889,9/10/2021,6.7,1085
853588,Prey,Thriller,de,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,64.052,9/10/2021,4.7,254
581726,Infinite,"Science Fiction,Action,Thriller",en,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",181.52,9/9/2021,6.7,1128
738652,Copshop,"Thriller,Crime,Action",en,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",25.046,9/9/2021,6.2,439
763148,Time Is Up,"Romance,Drama",en,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",104.545,9/9/2021,6.4,382
438631,Dune,"Science Fiction,Adventure",en,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",216.157,9/8/2021,7.9,7373
663260,Black Box,"Mystery,Thriller,Drama",fr,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...",14.839,9/8/2021,7.5,693
593910,Cinderella,"Fantasy,Romance,Comedy",en,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",57.139,9/3/2021,6.5,1124
643532,The Card Counter,"Drama,Crime,Thriller",en,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.",17.105,9/3/2021,6.3,582
785457,Afterlife of the Party,"Fantasy,Comedy,Drama",en,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,28.953,9/2/2021,6.9,365
566525,Shang-Chi and the Legend of the Ten Rings,"Action,Adventure,Fantasy",en,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,578.648,9/1/2021,7.7,6873
744275,After We Fell,"Romance,Drama",en,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",336.696,9/1/2021,7.2,1793
619778,Malignant,"Horror,Mystery,Thriller",en,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",135.313,9/1/2021,6.9,1557
523638,Prisoners of the Ghostland,"Action,Fantasy",en,"In the treacherous frontier city of Samurai Town, a ruthless bank robber is sprung from jail by wealthy warlord The Governor, whose adopted granddaughter Bernice has gone missing. The Governor offers the prisoner his freedom in exchange for retrieving the runaway. Strapped into a leather suit that will self-destruct within five days, the bandit sets off on a journey to find the young woman—and his own path to redemption.",19.163,8/31/2021,5,326
841755,Mortal Kombat Legends: Battle of the Realms,"Animation,Action,Fantasy",en,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",121.616,8/30/2021,7.8,276
347626,He's All That,"Romance,Comedy",en,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",87.777,8/27/2021,6.7,989
653349,Vacation Friends,Comedy,en,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",49.764,8/27/2021,7.1,469
628914,Queenpins,"Comedy,Crime",en,"Bored and frustrated suburban homemaker Connie and her best pal JoJo, a vlogger with dreams, turn a hobby into a multi-million-dollar counterfeit coupon caper. After firing off a letter to the conglomerate behind a box of cereal gone stale, and receiving an apology along with dozens of freebies, the duo hatch an illegal coupon club scheme that scams millions from mega-corporations and delivers deals to legions of fellow coupon clippers. On the trail to total coupon dominance, a hapless Loss Prevention Officer from the local supermarket chain joins forces with a determined U.S. Postal Inspector in hot pursuit of these newly minted “Queenpins” of pink collar crime.",17.391,8/26/2021,6.4,224
848278,Jurassic Hunt,"Action,Science Fiction,Thriller",en,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",150.881,8/26/2021,5.1,204
565028,Candyman,Horror,en,"Anthony and his partner move into a loft in the now gentrified Cabrini-Green. After a chance encounter with an old-timer exposes Anthony to the true story behind Candyman, he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",72.763,8/25/2021,6.1,1031
645710,The Voyeurs,Thriller,en,"When Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. But what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",55.399,8/25/2021,6.7,506
666243,The Witcher: Nightmare of the Wolf,"Animation,Action,Fantasy",en,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",17.601,8/23/2021,7.7,664
579047,Reminiscence,"Mystery,Science Fiction",en,"Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.",31.845,8/19/2021,6.8,1238
645788,The Protégé,"Action,Thriller",en,"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",78.419,8/19/2021,6.6,657
619297,Sweet Girl,Action,en,"A man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.",103.327,8/18/2021,6.7,934
637534,The Stronghold,"Thriller,Action,Crime",fr,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",100.742,8/18/2021,7.5,851
758866,Drive My Car,Drama,ja,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanya at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",20.21,8/18/2021,7.4,708
708577,Like a Cat on a Highway 2,Comedy,it,"Three years after her relationship with Giovanni, Monica is in prison and has to ask his ex for help.",5.628,8/14/2021,6.1,273
482373,Don't Breathe 2,"Thriller,Horror",en,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",211.991,8/12/2021,7.3,1749
788929,Lamb,"Drama,Fantasy,Horror",is,"An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.",19.042,8/12/2021,6.5,418
573164,An Egg Rescue,"Animation,Comedy",es,Toto and his friends must rescue his egg children after they're taken away for a gourmet food event in Africa.,164.059,8/12/2021,8,313
592863,Respect,"Music,Drama,History",en,The rise of Aretha Franklin’s career from a child singing in her father’s church’s choir to her international superstardom.,30,8/12/2021,6.8,245
550988,Free Guy,"Comedy,Adventure,Science Fiction",en,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,289.962,8/11/2021,7.7,6013
727745,The Kissing Booth 3,"Romance,Comedy",en,"It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",105.389,8/11/2021,7.1,1468
776503,CODA,"Drama,Music,Romance",en,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",46.461,8/11/2021,8,1423
595743,SAS: Red Notice,"Drama,Action,Thriller",en,"An off-duty SAS soldier, Tom Buckingham, must thwart a terror attack on a train running through the Channel Tunnel. As the action escalates on the train, events transpire in the corridors of power that may make the difference as to whether Buckingham and the civilian passengers make it out of the tunnel alive.",87.887,8/11/2021,5.9,381
675445,PAW Patrol: The Movie,"Animation,Family,Adventure,Comedy",en,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,323.229,8/9/2021,7.4,978
768744,My Hero Academia: World Heroes' Mission,"Animation,Action,Adventure,Science Fiction",ja,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-classic selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",605.722,8/6/2021,7.6,230
604563,OSS 117: From Africa with Love,"Comedy,Adventure,Action",fr,"1981. Hubert Bonisseur de la Bath, aka OSS 117, is back. For this new mission - more delicate, more dangerous and more torrid than ever - he is forced to team up with a young new colleague, the promising OSS 1001.",9.735,8/4/2021,5.7,522
597433,Beckett,"Crime,Mystery,Thriller",en,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,76.234,8/4/2021,6.3,519
763149,Aftermath,"Horror,Crime,Drama,Thriller",en,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",54.577,8/4/2021,6.4,458
449406,Vivo,"Animation,Family,Comedy",en,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,88.647,7/30/2021,7.5,551
729720,The Last Mercenary,"Action,Comedy",fr,A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.,119.265,7/30/2021,6.6,499
760747,The Trip,"Action,Comedy,Thriller,Horror",no,"A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",58.155,7/30/2021,6.7,359
763152,More the Merrier,"Comedy,Romance",es,Multiple stories about the oscillating world of couple relationships and how difficult it can be to separate sex from love.,89.084,7/30/2021,6.8,356
559907,The Green Knight,"Adventure,Drama,Fantasy",en,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",25.37,7/29/2021,6.6,1204
616651,Stillwater,"Drama,Crime,Thriller",en,"Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.",36.223,7/29/2021,6.8,680
785539,Resort to Love,"Romance,Comedy",en,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,36.291,7/29/2021,7.3,335
436969,The Suicide Squad,"Action,Comedy,Adventure,Science Fiction",en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",308.481,7/28/2021,7.6,6397
451048,Jungle Cruise,"Action,Adventure,Fantasy",en,"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",222.832,7/28/2021,7.5,4450
736074,"Batman: The Long Halloween, Part Two","Animation,Mystery,Action,Crime",en,"As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",61.151,7/26/2021,7.6,345
760883,Blood Red Sky,"Horror,Thriller,Action",de,"A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight. In order to protect her son she will have to reveal a dark secret, and unleash the inner monster she has fought to hide.",64.313,7/23/2021,7,1172
638449,The Last Letter From Your Lover,"Drama,Romance",en,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,29.987,7/23/2021,7.5,434
845222,Kingdom: Ashin of the North,"Drama,Fantasy,Thriller",ko,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family.",70.239,7/23/2021,7.5,386
693113,Midnight in the Switchgrass,"Crime,Mystery,Thriller,Action",en,"FBI Agent Karl Helter and his partner Rebecca Lombardo are very close to busting a sex-trafficking ring. When they realize their investigation has crossed the path of a brutal serial killer, they team up with a Texas Ranger to put an end to the infamous 'Truck Stop Killer'.",21.057,7/23/2021,6.1,276
811072,Two,"Thriller,Horror",es,"Two people, a man and a woman, wake up naked and with their abdomens attached to each other.",197.684,7/23/2021,5.4,259
823754,Bo Burnham: Inside,Comedy,en,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",8.717,7/22/2021,8.2,239
631843,Old,"Thriller,Mystery,Horror",en,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,234.722,7/21/2021,6.5,2867
577242,Kaamelott: The First Chapter,"Adventure,Fantasy,Comedy",fr,"Following the end of the acclaimed tv series, King Arthur will oppose Lancelot's army to get the throne back after his flee to Rome.",10.267,7/21/2021,6.8,490
730840,Trollhunters: Rise of the Titans,"Animation,Fantasy,Family,Action,Adventure",en,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",90.609,7/21/2021,7.8,250
649394,Worth,"History,Drama",en,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",13.72,7/21/2021,6.8,213
635731,Pig,"Drama,Thriller",en,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,13.756,7/16/2021,6.7,787
776305,Belle,"Animation,Drama,Science Fiction,Music",ja,"Suzu is a 17-year-old high-school student living in a rural town with her father. Wounded by the loss of her mother at a young age, Suzu one day discovers the massive online world ""U"" and dives into this alternate reality as her avatar, Belle. Before long, all of U's eyes are fixed on Belle, when, suddenly, a mysterious, dragon-like figure appears before her.",230.739,7/16/2021,8,383
617502,Jolt,"Action,Thriller",en,A bouncer with an anger management problem goes on a furious and resentful rampage after the murder of a friend.,87.489,7/15/2021,6.7,945
547565,The Night House,"Horror,Thriller,Mystery",en,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",21.278,7/15/2021,6.7,676
678580,El mesero,Comedy,es,A waiter pretends to be an important businessman in order to reach the upper class through his entrepreneurial dreams.,70.415,7/15/2021,8,320
591275,Fear Street: 1666,"Mystery,Horror",en,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",94.754,7/14/2021,7.3,1203
630240,Titane,"Drama,Thriller,Horror",fr,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",43.779,7/14/2021,6.5,838
768334,A Classic Horror Story,"Drama,Horror,Mystery,Comedy",it,"Five people travelling by camper crash into a tree. When they recover, the road they were driving on has been replaced by an impenetrable forest and a wooden house.",60.142,7/14/2021,5.9,697
574060,Gunpowder Milkshake,"Action,Crime,Thriller",en,"In her turbulent life as a professional assassin, Sam has no choice but to go rogue to save the life of an innocent 8-year-old girl in the middle of the gang war she has unleashed.",106.522,7/14/2021,6.4,648
745881,The Medium,"Horror,Thriller",th,A horrifying story of a shaman’s inheritance in the Isan region of Thailand. But the goddess that appears to have taken possession of a family member turns out not to be as benevolent as it first appears.,125.551,7/14/2021,7,371
454527,Benedetta,"Drama,History,Romance",fr,A 17th-century nun becomes entangled in a forbidden lesbian affair with a novice. But it is Benedetta's shocking religious visions that threaten to shake the Church to its core.,29.146,7/9/2021,6.8,607
379686,Space Jam: A New Legacy,"Family,Animation,Comedy,Science Fiction",en,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",211.516,7/8/2021,7,3223
591274,Fear Street: 1978,"Mystery,Horror",en,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",123.101,7/8/2021,7.3,1334
497698,Black Widow,"Action,Adventure,Science Fiction",en,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",284.897,7/7/2021,7.4,7878
846214,"The Simpsons: The Good, the Bart, and the Loki","Animation,Comedy,Family",en,Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,163.765,7/7/2021,7.5,547
424277,Annette,"Drama,Romance",en,"The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",46.079,7/6/2021,6.9,479
588228,The Tomorrow War,"Action,Science Fiction,Adventure",en,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",256.603,7/2/2021,8,5625
672741,Till Death,"Horror,Thriller",en,"After a romantic evening at their secluded lake house, a woman wakes up handcuffed to her dead husband. Trapped and isolated in the dead of winter, she must fight off hired killers to escape her late spouse's twisted plan.",18.808,7/2/2021,6.6,423
843241,The Seven Deadly Sins: Cursed by Light,"Animation,Fantasy",ja,"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",452.698,7/2/2021,7.9,366
459151,The Boss Baby: Family Business,"Animation,Comedy,Adventure,Family",en,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,462.726,7/1/2021,7.5,2000
585216,Escape Room: Tournament of Champions,"Horror,Thriller,Mystery",en,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before.",174.4,7/1/2021,6.7,1263
602223,The Forever Purge,"Horror,Action,Thriller",en,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,195.692,6/30/2021,7.2,1825
672582,The Deep House,Horror,en,"While diving in a remote French lake, a couple of YouTubers who specialize in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realize the worst is yet to come: they are not alone in the house.",176.364,6/30/2021,6.4,672
591273,Fear Street: 1994,"Mystery,Horror",en,"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",131.811,6/28/2021,6.8,1634
568620,Snake Eyes: G.I. Joe Origins,"Action,Adventure",en,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.",186.134,6/26/2021,6.7,1177
800497,Werewolves Within,"Horror,Comedy",en,"When a proposed pipeline creates hostilities between residents of a small town, a newly-arrived forest ranger must keep the peace after a snowstorm confines the townspeople to an old lodge. But when a mysterious creature begins terrorizing the group, their worst tendencies and prejudices rise to the surface, and it is up to the ranger to keep the residents alive, both from each other and the monster which plagues them.",69.8,6/25/2021,6.1,320
646207,The Ice Road,"Action,Thriller",en,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",33.405,6/24/2021,7,1260
649409,No Sudden Move,"Crime,Drama,Mystery",en,A group of criminals are brought together under mysterious circumstances and have to work together to uncover what's really going on when their simple job goes completely sideways.,45.31,6/24/2021,6.4,437
559581,Stowaway,"Science Fiction,Drama,Thriller,Adventure",en,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,23.376,6/24/2021,5.9,265
823461,Good on Paper,"Comedy,Romance",en,"After years of putting her career ahead of love, stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper, he checks all the boxes but is he everything he appears to be?",13.339,6/23/2021,5.7,244
736073,"Batman: The Long Halloween, Part One","Animation,Mystery,Action,Crime",en,"Following a brutal series of murders taking place on Halloween, Thanksgiving, and Christmas, Gotham City's young vigilante known as the Batman sets out to pursue the mysterious serial killer alongside police officer James Gordon and district attorney Harvey Dent.",60.285,6/21/2021,7.6,409
607259,Fatherhood,"Drama,Comedy",en,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",90.377,6/18/2021,7.6,1054
508943,Luca,"Animation,Comedy,Family,Fantasy",en,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,341.705,6/17/2021,7.9,6498
667257,Impossible Things,"Family,Drama",es,"Matilde is a woman who, after the death of her husband - a man who constantly abused her - finds her new best friend in Miguel, her young, insecure, disoriented and even dealer neighbor",14.358,6/17/2021,8.6,255
522931,Hitman's Wife's Bodyguard,"Action,Comedy,Thriller",en,"The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",52.354,6/14/2021,6.8,1535
663866,Censor,"Horror,Mystery",en,"Film censor Enid takes pride in her meticulous work, guarding unsuspecting audiences from the deleterious effects of watching the gore-filled movies she pores over. Her sense of duty to protect is amplified by guilt over her inability to recall details of the long-ago disappearance of her sister. When Enid is assigned to review a disturbing film from the archive that echoes her hazy childhood memories, she begins to unravel how this eerie work might be tied to her past.",11.191,6/11/2021,6,200
467909,In the Heights,"Drama,Music,Romance",en,"The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.",16.982,6/10/2021,7.3,510
615658,Awake,"Drama,Science Fiction,Thriller",en,"After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep, chaos quickly begins to consume the world. Only Jill, an ex-soldier with a troubled past, may hold the key to a cure in the form of her own daughter. The question is, can Jill safely deliver her daughter and save the world before she herself loses her mind.",101.202,6/9/2021,6,851
633515,The Forgotten Battle,"War,History,Drama",nl,"November 1944. On the flooded isle of Walcheren, Zeeland, thousands of Allied soldiers are battling the German army. Three young lives become inextricably connected. A Dutch boy fighting for the Germans, an English glider pilot and a girl from Zeeland connected to the resistance against her will, are forced to make crucial choices that impact both their own freedom and the freedom of others.",38.304,6/5/2021,7.2,427
831223,Gone Mom: The Disappearance of Jennifer Dulos,"TV Movie,Thriller,Crime",en,"Jennifer Dulos, the wealthy, Connecticut mother-of-five who mysteriously vanished.",113.99,6/5/2021,7.8,206
672322,Rurouni Kenshin: The Beginning,"Action,Adventure,Drama",ja,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",131.667,6/4/2021,7.8,284
726429,Xtreme,"Action,Adventure,Crime",es,"Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.",28.905,6/4/2021,6.5,200
581644,The Misfits,"Action,Thriller",en,"After being recruited by a group of unconventional thieves, renowned criminal Richard Pace finds himself caught up in an elaborate gold heist that promises to have far-reaching implications on his life and the lives of countless others.",84.277,6/3/2021,5.5,270
671295,Blue Miracle,"Adventure,Drama,Family",en,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",16.237,5/27/2021,7.6,217
